timestamp,open,high,low,close,volume
2025-07-28 13:30:00+00:00,214.02999877929688,214.27999877929688,213.6199951171875,213.63999938964844,1212560
2025-07-28 13:31:00+00:00,213.6300048828125,214.6699981689453,213.5800018310547,214.57000732421875,331185
2025-07-28 13:32:00+00:00,214.514892578125,214.58999633789062,214.0,214.10000610351562,169745
2025-07-28 13:33:00+00:00,214.10000610351562,214.19000244140625,213.9600067138672,214.07000732421875,152297
2025-07-28 13:34:00+00:00,214.0500030517578,214.13999938964844,213.8699951171875,214.10000610351562,129139
2025-07-28 13:35:00+00:00,214.10499572753906,214.4499969482422,214.02000427246094,214.22000122070312,146928
2025-07-28 13:36:00+00:00,214.22000122070312,214.4550018310547,214.13999938964844,214.30999755859375,108831
2025-07-28 13:37:00+00:00,214.30039978027344,214.3300018310547,214.02999877929688,214.08999633789062,112868
2025-07-28 13:38:00+00:00,214.10000610351562,214.14999389648438,213.9199981689453,214.07949829101562,217405
2025-07-28 13:39:00+00:00,214.07000732421875,214.14999389648438,213.89999389648438,213.91000366210938,105316
2025-07-28 13:40:00+00:00,213.91000366210938,214.0048065185547,213.6999969482422,213.9199981689453,126800
2025-07-28 13:41:00+00:00,213.91940307617188,213.9600067138672,213.83999633789062,213.93499755859375,95906
2025-07-28 13:42:00+00:00,213.9394073486328,213.9394073486328,213.73500061035156,213.77999877929688,74762
2025-07-28 13:43:00+00:00,213.80499267578125,213.81500244140625,213.58999633789062,213.6999969482422,116763
2025-07-28 13:44:00+00:00,213.68499755859375,213.83999633789062,213.68499755859375,213.7998046875,104602
2025-07-28 13:45:00+00:00,213.7864990234375,214.2198944091797,213.72000122070312,214.10000610351562,201744
2025-07-28 13:46:00+00:00,214.09100341796875,214.16000366210938,213.97999572753906,213.97999572753906,112839
2025-07-28 13:47:00+00:00,213.97999572753906,214.02000427246094,213.92999267578125,213.99000549316406,89922
2025-07-28 13:48:00+00:00,213.97999572753906,214.02000427246094,213.86000061035156,213.91070556640625,91695
2025-07-28 13:49:00+00:00,213.91009521484375,213.92999267578125,213.72999572753906,213.89999389648438,140289
2025-07-28 13:50:00+00:00,213.91329956054688,213.92999267578125,213.83999633789062,213.89999389648438,67030
2025-07-28 13:51:00+00:00,213.89999389648438,213.91000366210938,213.74000549316406,213.89999389648438,91119
2025-07-28 13:52:00+00:00,213.89999389648438,213.89999389648438,213.7949981689453,213.83070373535156,60935
2025-07-28 13:53:00+00:00,213.8300018310547,213.9550018310547,213.8000030517578,213.9550018310547,59156
2025-07-28 13:54:00+00:00,213.9499969482422,213.9550018310547,213.83999633789062,213.8699951171875,74583
2025-07-28 13:55:00+00:00,213.85499572753906,213.97000122070312,213.83999633789062,213.8800048828125,75948
