timestamp,open,high,low,close,volume,rsi_4h,macd_4h,rsi_1d,macd_1d
2025-07-07 13:00:00+00:00,212.67999267578125,215.8300018310547,212.47000122070312,212.9499969482422,9684425,,,,
2025-07-07 14:00:00+00:00,212.9600067138672,213.1199951171875,211.6000061035156,212.1000061035156,6318794,,,,
2025-07-07 15:00:00+00:00,212.1150054931641,212.6000061035156,211.53489685058597,211.75,3876963,,,,
2025-07-07 16:00:00+00:00,211.7400054931641,212.22000122070312,209.8999938964844,210.63499450683597,5807641,,,,
2025-07-07 17:00:00+00:00,210.63999938964844,210.7949981689453,209.5200042724609,210.0500030517578,4131710,,,,
2025-07-07 18:00:00+00:00,210.05999755859372,210.2100067138672,208.8000030517578,209.7622985839844,4547724,,,,
2025-07-07 19:00:00+00:00,209.76499938964844,210.25,209.19000244140625,209.94000244140625,6887677,,,,
2025-07-08 13:00:00+00:00,210.1300048828125,210.4600067138672,208.47999572753903,208.66000366210935,6296670,,,,
2025-07-08 14:00:00+00:00,208.6450042724609,210.8300018310547,208.4499969482422,210.7250061035156,6158153,,,,
2025-07-08 15:00:00+00:00,210.72999572753903,211.42999267578125,209.77999877929688,210.5500030517578,4895289,,,,
2025-07-08 16:00:00+00:00,210.55999755859372,211.18499755859372,210.2602996826172,210.3800048828125,3405263,,,,
2025-07-08 17:00:00+00:00,210.3699951171875,210.43499755859372,209.32000732421875,209.8500061035156,3393274,,,,
2025-07-08 18:00:00+00:00,209.80999755859372,210.25999450683597,209.55999755859372,209.6999969482422,2610493,,,,
2025-07-08 19:00:00+00:00,209.69000244140625,210.33999633789065,209.3000030517578,210.03500366210935,6601610,,,,
2025-07-09 13:00:00+00:00,209.52999877929688,210.8999938964844,209.3500061035156,209.8600006103516,5953520,,,,
2025-07-09 14:00:00+00:00,209.8699951171875,210.4949951171875,207.4499969482422,207.64810180664065,7433556,,,,
2025-07-09 15:00:00+00:00,207.63999938964844,207.970703125,207.22000122070312,207.72999572753903,6327617,,,,
2025-07-09 16:00:00+00:00,207.73899841308597,208.44009399414065,207.53900146484372,208.2100067138672,4053022,,,,
